Feature,MI_Score
elo_host_boost,0.37534147239943616
elo_rating,0.37523017498766054
attack_efficiency,0.3407162966410544
points_per_game,0.24100286357010026
win_percentage_since_last_cup,0.20881686405789335
previous_wc_finish,0.1991474934256141
goals_scored_per_game,0.19168312748689198
goals_conceded_per_game,0.14632218184573365
confederation_encoded,0.0825467524101704
host,0.0010088490093904667
